company_name,revenue_mean,revenue_std,profit_margin_mean,profit_margin_std,market_cap_mean,growth_rate_mean,esg_overall_mean,esg_overall_std,esg_overall_min,esg_overall_max,esg_environmental_mean,esg_environmental_std,esg_social_mean,esg_social_std,esg_governance_mean,esg_governance_std,carbon_emissions_mean,carbon_emissions_std,carbon_intensity_mean,energy_intensity_mean,water_intensity_mean,esg_component_gap_mean,esg_component_gap_max,industry,region,year,esg_overall_latest,esg_env_latest,esg_social_latest,esg_gov_latest,carbon_emissions_latest,esg_trend,esg_volatility
COMPANY_1,584.9,81.48745915783603,5.027272727272727,0.6018154353137001,401.2,4.5181818181818185,57.209090909090904,1.1353013216362815,55.6,59.2,64.72727272727273,4.432401360231474,30.072727272727274,2.971898689084439,76.85454545454546,1.595846882607248,43494.972727272725,4674.702039722086,74.68455834872888,149.36914320278885,37.34230509342144,46.78181818181818,51.099999999999994,Retail,Latin America,2025,59.2,70.7,29.1,78.0,51805.8,1.9909090909090992,0.019844771234703795
COMPANY_10,80590.87272727273,22819.097836027213,12.827272727272726,2.8865518907828123,300846.87272727274,7.509090909090909,66.07272727272726,2.1166439989241965,62.2,69.6,79.91818181818182,1.3934261242119614,73.06363636363636,5.480013271384068,45.300000000000004,2.658571044753177,2583741.4272727272,744700.7714633818,32.02691232240955,64.05382498218592,19.21614761279062,34.654545454545456,39.2,Technology,Latin America,2025,69.6,80.9,79.9,48.1,3319085.3,3.527272727272731,0.03203506327485713
COMPANY_100,1190.1363636363637,279.81028313029276,-4.818181818181818,3.288713481535958,2840.4363636363637,5.581818181818182,55.53636363636363,2.643207417995314,53.2,60.5,15.572727272727274,1.6407869508811366,89.50909090909092,2.72633620283873,61.554545454545455,5.382632002350455,389597.4090909091,91524.92315719753,327.3135794754797,5455.226492066498,436.41812927076205,73.93636363636364,78.8,Manufacturing,North America,2025,60.5,16.1,92.9,72.5,542902.3,4.963636363636368,0.04759417514805771
COMPANY_1000,3020.7,411.91888279126016,17.481818181818184,2.412806739802499,8896.318181818182,2.8454545454545457,50.372727272727275,2.0219252751231487,46.4,52.9,67.44545454545454,4.472664448930555,42.54545454545455,2.4985450311585877,41.1,1.8899735447883927,437857.7545454545,48479.71597768214,145.53991380305163,727.6995707187164,181.9248955655651,26.872727272727275,34.8,Consumer Goods,Latin America,2025,51.8,74.5,39.7,41.4,430741.6,1.4272727272727224,0.04013928537512116
COMPANY_101,4287.263636363637,1466.6614437372568,-10.445454545454545,8.110161975739281,8408.445454545454,-9.354545454545455,63.972727272727276,2.049434511806077,58.6,66.2,47.7,5.44407935283827,92.35454545454546,2.477241868031314,51.88181818181818,3.0668609951604204,3760343.6636363636,1443097.0628586682,866.1340221872847,8661.340175085701,259.8402021053236,45.76363636363636,54.599999999999994,Energy,Oceania,2025,64.8,53.2,96.7,44.6,1846254.4,0.8272727272727209,0.032036065979631725
COMPANY_102,1142.8545454545454,236.80851911887103,4.6090909090909085,1.7891084625894236,786.1909090909091,4.945454545454545,56.16363636363636,4.170197292040923,51.2,62.5,33.345454545454544,5.330734215164665,81.85454545454546,4.318185645931322,53.3,4.016715075780207,109726.45454545454,19044.92492536338,96.6592682548291,193.31855615925576,48.32964905610256,48.50909090909091,53.2,Retail,Africa,2025,62.5,41.3,87.5,58.8,133321.2,6.336363636363643,0.07425084204022363
COMPANY_103,1131.909090909091,89.65594742732297,7.3090909090909095,1.800807899502079,1353.990909090909,2.481818181818182,54.48181818181818,1.950291353525509,51.2,57.5,79.14545454545454,1.925286283316655,43.663636363636364,2.0456161552318277,40.60909090909091,3.3700013487992995,73095.45454545454,5587.393023291561,64.59765501216273,129.19531852325517,32.29884473610508,38.70909090909091,44.3,Retail,Africa,2025,57.5,82.0,46.4,44.1,81708.4,3.018181818181823,0.03579710477019957
COMPANY_104,5997.909090909091,2569.041332269508,23.12727272727273,4.961066600861334,41832.05454545454,12.154545454545454,69.68181818181819,1.8824548769190692,67.3,72.6,74.96363636363637,4.053214212763179,57.290909090909096,1.937758780372081,76.75454545454545,2.485704582754605,199483.62727272726,78404.69459044006,33.76624937216031,67.53248999205233,20.25974787142127,19.845454545454547,24.700000000000003,Technology,Europe,2025,72.6,80.2,57.0,80.5,319356.7,2.9181818181818073,0.027015008018408036
COMPANY_105,28400.14545454545,8152.932348715234,8.990909090909092,3.017765579184224,39554.92727272728,7.636363636363637,48.59090909090909,3.3007437178474066,42.9,53.6,88.16363636363637,6.714353688520249,34.93636363636364,2.3329263714368373,22.70909090909091,1.7518302117811229,324479.0181818182,69415.96718921114,11.659222883054532,29.1480562314424,5.829610952769628,65.45454545454545,73.5,Finance,Africa,2025,52.2,96.8,36.4,23.3,406690.2,3.6090909090909093,0.06792924395944148
COMPANY_106,2456.1272727272726,517.0896519771193,13.381818181818181,5.953791763543327,5562.781818181818,6.472727272727273,67.9090909090909,1.716073742852888,65.5,70.4,7.4363636363636365,3.9314813308148175,97.25454545454545,2.0383148119775965,99.05454545454545,1.3010485281984205,842891.4818181819,161824.02711303293,344.38245135342,5739.707488589157,459.1765939790707,91.95454545454545,98.5,Manufacturing,Europe,2025,69.4,12.2,97.4,98.7,1091356.5,1.4909090909090992,0.0252701622106851
